IS_OBSERVED,SOURCE,TARGET,TYPE,EVENT_INTERVAL_ID,EVENT,INTEGER_TIME,TIME_POINT,TIME_UNIT,EVENT_INTERVAL,num.actors,individual.activity,dyadic.activity,closure,female,diff.female
0,|BB|,,,,136,135,136,135,12,1,0,0,0,0,0
0,|JO|,,,,136,135,136,135,12,1,0,0,0,0,0
0,|CH|,,,,136,135,136,135,12,1,0,0,0,0,0
0,|VI|,,,,136,135,136,135,12,1,0,0,0,1,0
0,|GP|,,,,136,135,136,135,12,1,0,0,0,0,0
0,|MC|,,,,136,135,136,135,12,1,1,0,0,0,0
0,|BR|,,,,136,135,136,135,12,1,0,0,0,0,0
0,|BJ|,,,,136,135,136,135,12,1,0,0,0,0,0
0,|MO|,,,,136,135,136,135,12,1,0,0,0,0,0
0,|LL|,,,,136,135,136,135,12,1,0,0,0,1,0
0,|TH|,,,,136,135,136,135,12,1,0,0,0,0,0
1,|MY|,,chapter,1.1.12,137,136,137,136,13,1,10,0,0,0,0
0,|TH|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|MC|,,,,137,136,137,136,13,1,1,0,0,0,0
0,|LI|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|GA|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|CH|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|TM|,,,,137,136,137,136,13,1,0,0,0,1,0
0,|BA|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|QU|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|MG|,,,,137,136,137,136,13,1,0,0,0,1,0
0,|JU|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|XB|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|MM|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|CM|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|GT|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|TG|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|CO|,,,,137,136,137,136,13,1,0,0,0,1,0
0,|GP|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|MI|,,,,137,136,137,136,13,1,0,0,0,1,0
0,|PG|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|MP|,,,,137,136,137,136,13,1,0,0,0,1,0
1,|MY|,,chapter,1.1.13,138,137,138,137,14,1,11,0,0,0,0
0,|SS|,,,,138,137,138,137,14,1,0,0,0,1,0
0,|CV|,,,,138,137,138,137,14,1,1,0,0,0,0
0,|GT|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|LI|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|GP|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|FT|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|MC|,,,,138,137,138,137,14,1,1,0,0,0,0
0,|BU|,,,,138,137,138,137,14,1,0,0,0,1,0
0,|BO|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|MP|,,,,138,137,138,137,14,1,0,0,0,1,0
0,|BZ|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|DA|,,,,138,137,138,137,14,1,0,0,0,1,0
0,|TM|,,,,138,137,138,137,14,1,0,0,0,1,0
0,|BR|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|HL|,,,,138,137,138,137,14,1,0,0,0,1,0
0,|AZ|,,,,138,137,138,137,14,1,0,0,0,1,0
0,|CH|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|SN|,,,,138,137,138,137,14,1,1,0,0,0,0
0,|LP|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|BL|,,,,138,137,138,137,14,1,0,0,0,0,0
1,|MY|SN|,,chapter,1.1.14,139,138,139,138,15,2,13,1,0,0,0
0,|LL|TS|,,,,140,139,140,139,15,2,0,0,0,2,0
0,|BJ|FF|,,,,140,139,140,139,15,2,0,0,0,0,0
0,|PG|XB|,,,,140,139,140,139,15,2,0,0,0,0,0
0,|DA|LP|,,,,140,139,140,139,15,2,0,0,0,1,1
0,|SC|AZ|,,,,140,139,140,139,15,2,0,0,0,1,1
0,|EN|QU|,,,,140,139,140,139,15,2,0,0,0,0,0
0,|BA|GP|,,,,140,139,140,139,15,2,0,0,0,0,0
0,|EN|BJ|,,,,140,139,140,139,15,2,0,0,0,0,0
0,|FE|JU|,,,,140,139,140,139,15,2,0,0,0,0,0
0,|MP|HL|,,,,140,139,140,139,15,2,0,0,0,2,0
0,|FT|BR|,,,,140,139,140,139,15,2,0,0,0,0,0
0,|BB|CC|,,,,140,139,140,139,15,2,0,0,0,0,0
0,|GG|SN|,,,,140,139,140,139,15,2,2,0,2,0,0
0,|MT|JU|,,,,140,139,140,139,15,2,0,0,0,1,1
0,|QU|SS|,,,,140,139,140,139,15,2,0,0,0,1,1
0,|FA|MT|,,,,140,139,140,139,15,2,0,0,0,1,1
0,|GP|MP|,,,,140,139,140,139,15,2,0,0,0,1,1
0,|EP|NP|,,,,140,139,140,139,15,2,1,0,0,1,1
0,|MA|FF|,,,,140,139,140,139,15,2,0,0,0,0,0
0,|PG|TG|,,,,140,139,140,139,15,2,0,0,0,0,0
1,|JL|JV|MT|MR|,,chapter,1.2.1,141,140,141,140,16,4,0,0,0,2,4
0,|CR|MP|ZE|ME|,,,,144,143,144,143,16,4,5,0,0,3,3
0,|CL|GU|FF|CH|,,,,144,143,144,143,16,4,1,0,0,1,3
0,|CR|TS|BL|TM|,,,,144,143,144,143,16,4,0,0,0,2,4
0,|PO|BA|BJ|ME|,,,,144,143,144,143,16,4,5,0,0,2,4
0,|MP|ZE|CH|LI|,,,,144,143,144,143,16,4,0,0,0,2,4
0,|CL|BB|JU|ZE|,,,,144,143,144,143,16,4,1,0,0,2,4
0,|ZE|VI|AZ|GE|,,,,144,143,144,143,16,4,1,0,0,3,3
0,|MM|CM|BO|BZ|,,,,144,143,144,143,16,4,0,0,0,0,0
0,|GA|JV|CN|MI|,,,,144,143,144,143,16,4,0,0,0,1,3
0,|MV|AZ|CR|MC|,,,,144,143,144,143,16,4,1,0,0,2,4
0,|BZ|PG|CN|MY|,,,,144,143,144,143,16,4,13,0,0,0,0
0,|MN|JL|CN|MP|,,,,144,143,144,143,16,4,0,0,0,2,4
0,|JP|CH|FV|SS|,,,,144,143,144,143,16,4,0,0,0,2,4
0,|FA|SC|PL|CN|,,,,144,143,144,143,16,4,0,0,0,1,3
0,|GA|BO|MC|QU|,,,,144,143,144,143,16,4,1,0,0,0,0
0,|DA|LL|JA|ZE|,,,,144,143,144,143,16,4,0,0,0,3,3
0,|CN|MM|GR|HL|,,,,144,143,144,143,16,4,0,0,0,1,3
0,|JU|MA|CV|GR|,,,,144,143,144,143,16,4,1,0,0,0,0
0,|GR|CR|XB|PG|,,,,144,143,144,143,16,4,0,0,0,0,0
0,|BZ|FV|MO|CC|,,,,144,143,144,143,16,4,0,0,0,1,3
1,|ME|MB|MY|,,chapter,1.2.2,145,144,145,144,17,3,24,14,52,2,2
0,|ZE|GT|GU|,,,,147,146,147,146,17,3,0,0,0,1,2
0,|SC|MT|BT|,,,,147,146,147,146,17,3,1,0,0,2,2
0,|PO|MC|CM|,,,,147,146,147,146,17,3,1,0,0,1,2
0,|BU|PO|SN|,,,,147,146,147,146,17,3,2,0,0,2,2
0,|SC|PL|MC|,,,,147,146,147,146,17,3,1,0,0,1,2
0,|JA|JO|TH|,,,,147,146,147,146,17,3,0,0,0,0,0
0,|JA|MR|XA|,,,,147,146,147,146,17,3,1,0,0,1,2
0,|LI|CH|LP|,,,,147,146,147,146,17,3,0,0,0,0,0
0,|XA|BJ|FN|,,,,147,146,147,146,17,3,0,0,0,1,2
0,|FE|ZE|CN|,,,,147,146,147,146,17,3,0,0,0,1,2
0,|FF|IS|ZE|,,,,147,146,147,146,17,3,0,0,0,1,2
0,|MP|MG|VI|,,,,147,146,147,146,17,3,0,0,0,3,0
0,|MM|TS|XA|,,,,147,146,147,146,17,3,0,0,0,1,2
0,|LP|BU|GI|,,,,147,146,147,146,17,3,0,0,0,1,2
0,|PO|AZ|FV|,,,,147,146,147,146,17,3,0,0,0,3,0
0,|SN|SC|DA|,,,,147,146,147,146,17,3,2,0,0,1,2
0,|GI|GG|JV|,,,,147,146,147,146,17,3,2,0,0,0,0
0,|MI|CM|GE|,,,,147,146,147,146,17,3,1,0,0,1,2
0,|BA|JO|JD|,,,,147,146,147,146,17,3,0,0,0,0,0
0,|MR|JP|XB|,,,,147,146,147,146,17,3,1,0,0,1,2
1,|ME|MB|MY|JV|,,chapter,1.2.3,148,147,148,147,18,4,28,17,58,2,4
0,|LI|JL|MO|GG|,,,,151,150,151,150,18,4,2,0,0,0,0
0,|FA|BO|HL|TG|,,,,151,150,151,150,18,4,0,0,0,1,3
0,|GA|BZ|JO|MT|,,,,151,150,151,150,18,4,1,0,0,1,3
0,|GA|BM|XA|IS|,,,,151,150,151,150,18,4,0,0,0,0,0
0,|ME|CL|FA|CO|,,,,151,150,151,150,18,4,7,1,8,3,3
0,|MO|BR|GR|TG|,,,,151,150,151,150,18,4,0,0,0,0,0
0,|XB|JD|CR|CL|,,,,151,150,151,150,18,4,1,0,0,1,3
0,|CM|BS|CR|SN|,,,,151,150,151,150,18,4,2,0,0,0,0
0,|MT|PL|GI|BZ|,,,,151,150,151,150,18,4,1,0,0,2,4
0,|NP|FV|CN|SP|,,,,151,150,151,150,18,4,1,0,0,2,4
0,|ME|AZ|BS|NP|,,,,151,150,151,150,18,4,7,0,4,2,4
0,|JL|GT|FN|BA|,,,,151,150,151,150,18,4,1,0,0,1,3
0,|FV|BJ|ME|XA|,,,,151,150,151,150,18,4,6,0,0,2,4
0,|FV|XB|BT|FE|,,,,151,150,151,150,18,4,0,0,0,2,4
0,|XA|FA|GT|NP|,,,,151,150,151,150,18,4,1,0,0,0,0
0,|BU|FF|GT|JV|,,,,151,150,151,150,18,4,1,0,0,1,3
0,|QU|CM|JP|JA|,,,,151,150,151,150,18,4,0,0,0,0,0
0,|GU|MR|JO|VI|,,,,151,150,151,150,18,4,1,0,0,2,4
0,|CH|PO|FE|MP|,,,,151,150,151,150,18,4,0,0,0,2,4
0,|TS|MN|MV|JO|,,,,151,150,151,150,18,4,0,0,0,3,3
1,|MY|JV|MB|ME|,,chapter,1.2.4,152,151,152,151,19,4,32,23,82,2,4
0,|MV|MN|PL|FE|,,,,155,154,155,154,19,4,0,0,0,3,3
0,|BS|XA|MY|JD|,,,,155,154,155,154,19,4,15,0,0,0,0
0,|BM|BB|PG|PO|,,,,155,154,155,154,19,4,0,0,0,1,3
0,|MT|XA|BO|JO|,,,,155,154,155,154,19,4,1,0,0,1,3
0,|MV|CM|TG|SS|,,,,155,154,155,154,19,4,0,0,0,2,4
0,|MB|MN|SC|JO|,,,,155,154,155,154,19,4,8,0,0,2,4
0,|CL|LL|QU|XA|,,,,155,154,155,154,19,4,1,0,0,2,4
0,|JU|MP|JV|AZ|,,,,155,154,155,154,19,4,2,0,0,2,4
0,|LP|MY|JL|EN|,,,,155,154,155,154,19,4,16,0,2,0,0
0,|PG|DA|XA|CM|,,,,155,154,155,154,19,4,0,0,0,1,3
0,|FF|GE|JV|GR|,,,,155,154,155,154,19,4,3,0,6,0,0
