IS_OBSERVED,SOURCE,TARGET,TYPE,EVENT_INTERVAL_ID,EVENT,INTEGER_TIME,TIME_POINT,TIME_UNIT,EVENT_INTERVAL,num.actors,individual.activity,dyadic.activity,closure,female,diff.female
0,|NP|JA|FN|MN|GA|EP|,,,,121,120,121,120,5,6,1,0,0,3,9
0,|CL|BM|FF|MI|MA|BZ|,,,,121,120,121,120,5,6,0,0,0,2,8
0,|LL|GA|PL|TH|MI|GT|,,,,121,120,121,120,5,6,0,0,0,3,9
0,|TS|CN|CM|FA|PG|BL|,,,,121,120,121,120,5,6,0,0,0,1,5
0,|ZE|JA|QU|BL|EP|MA|,,,,121,120,121,120,5,6,0,0,0,2,8
0,|BZ|GA|FV|FE|TM|BS|,,,,121,120,121,120,5,6,0,0,0,2,8
0,|VI|SP|MP|CN|CR|HL|,,,,121,120,121,120,5,6,0,0,0,4,8
0,|TH|FE|GT|XB|BZ|CR|,,,,121,120,121,120,5,6,0,0,0,0,0
0,|VI|PG|XA|FE|MP|SC|,,,,121,120,121,120,5,6,0,0,0,2,8
0,|BB|MC|FV|GG|CR|BJ|,,,,121,120,121,120,5,6,0,0,0,1,5
1,|MY|MB|ME|,,chapter,1.1.5,122,121,122,121,6,3,9,7,32,2,2
0,|JL|GI|TM|,,,,124,123,124,123,6,3,0,0,0,1,2
0,|LP|GU|BR|,,,,124,123,124,123,6,3,0,0,0,0,0
0,|MT|GP|JU|,,,,124,123,124,123,6,3,0,0,0,1,2
0,|GA|VI|MI|,,,,124,123,124,123,6,3,0,0,0,2,2
0,|BJ|TG|ZE|,,,,124,123,124,123,6,3,0,0,0,1,2
0,|MI|TS|VI|,,,,124,123,124,123,6,3,0,0,0,3,0
0,|MC|CM|HL|,,,,124,123,124,123,6,3,1,0,0,1,2
0,|GA|FA|CM|,,,,124,123,124,123,6,3,0,0,0,0,0
0,|MP|BZ|MC|,,,,124,123,124,123,6,3,1,0,0,1,2
0,|EP|MB|LP|,,,,124,123,124,123,6,3,3,0,0,2,2
0,|SC|VI|MI|,,,,124,123,124,123,6,3,0,0,0,2,2
0,|FV|CN|JV|,,,,124,123,124,123,6,3,0,0,0,1,2
0,|CM|GR|FE|,,,,124,123,124,123,6,3,0,0,0,0,0
0,|BU|MN|BB|,,,,124,123,124,123,6,3,0,0,0,2,2
0,|IS|JU|JA|,,,,124,123,124,123,6,3,0,0,0,0,0
0,|DA|MO|GU|,,,,124,123,124,123,6,3,0,0,0,1,2
0,|JV|CO|PL|,,,,124,123,124,123,6,3,0,0,0,2,2
0,|CV|SP|JO|,,,,124,123,124,123,6,3,0,0,0,1,2
0,|BR|GA|MA|,,,,124,123,124,123,6,3,0,0,0,0,0
0,|IS|MO|CV|,,,,124,123,124,123,6,3,0,0,0,0,0
1,|ME|MY|,,chapter,1.1.6,125,124,125,124,7,2,8,3,12,1,1
0,|TG|LI|,,,,126,125,126,125,7,2,0,0,0,0,0
0,|CO|MO|,,,,126,125,126,125,7,2,0,0,0,1,1
0,|FV|SP|,,,,126,125,126,125,7,2,0,0,0,2,0
0,|CH|MY|,,,,126,125,126,125,7,2,5,0,0,0,0
0,|MR|LL|,,,,126,125,126,125,7,2,0,0,0,2,0
0,|MP|XA|,,,,126,125,126,125,7,2,0,0,0,1,1
0,|BU|AZ|,,,,126,125,126,125,7,2,0,0,0,2,0
0,|BT|FT|,,,,126,125,126,125,7,2,0,0,0,1,1
0,|SC|IS|,,,,126,125,126,125,7,2,0,0,0,0,0
0,|MG|TM|,,,,126,125,126,125,7,2,0,0,0,2,0
0,|GP|MM|,,,,126,125,126,125,7,2,0,0,0,0,0
0,|GU|GT|,,,,126,125,126,125,7,2,0,0,0,0,0
0,|FT|CM|,,,,126,125,126,125,7,2,0,0,0,0,0
0,|MG|BM|,,,,126,125,126,125,7,2,0,0,0,1,1
0,|CC|MP|,,,,126,125,126,125,7,2,0,0,0,1,1
0,|DA|LP|,,,,126,125,126,125,7,2,0,0,0,1,1
0,|FE|NP|,,,,126,125,126,125,7,2,1,0,0,0,0
0,|SS|EN|,,,,126,125,126,125,7,2,0,0,0,1,1
0,|MN|XB|,,,,126,125,126,125,7,2,0,0,0,1,1
0,|MG|BA|,,,,126,125,126,125,7,2,0,0,0,1,1
1,|MY|CV|MB|ME|,,chapter,1.1.7,127,126,127,126,8,4,14,11,40,2,4
0,|BU|HL|SN|GT|,,,,130,129,130,129,8,4,0,0,0,2,4
0,|ME|MT|JO|FA|,,,,130,129,130,129,8,4,4,0,0,2,4
0,|ME|BU|GU|QU|,,,,130,129,130,129,8,4,4,0,0,2,4
0,|JP|MT|GT|XA|,,,,130,129,130,129,8,4,0,0,0,1,3
0,|GR|MR|AZ|FN|,,,,130,129,130,129,8,4,0,0,0,3,3
0,|MC|BZ|HL|TM|,,,,130,129,130,129,8,4,1,0,0,2,4
0,|LI|JU|MB|EP|,,,,130,129,130,129,8,4,4,0,0,2,4
0,|SP|GA|MG|PG|,,,,130,129,130,129,8,4,0,0,0,2,4
0,|BU|SN|XB|MC|,,,,130,129,130,129,8,4,1,0,0,1,3
0,|TH|BR|SC|MM|,,,,130,129,130,129,8,4,0,0,0,0,0
0,|MC|SC|MT|ZE|,,,,130,129,130,129,8,4,1,0,0,2,4
0,|MM|SC|TG|MO|,,,,130,129,130,129,8,4,0,0,0,0,0
0,|NP|MB|MI|VI|,,,,130,129,130,129,8,4,5,1,2,3,3
0,|GA|ME|MG|SC|,,,,130,129,130,129,8,4,4,0,0,2,4
0,|LP|CV|JD|BJ|,,,,130,129,130,129,8,4,0,0,0,0,0
0,|GP|MI|GT|JL|,,,,130,129,130,129,8,4,0,0,0,1,3
0,|MO|GU|CR|AZ|,,,,130,129,130,129,8,4,0,0,0,1,3
0,|MG|NP|JP|FE|,,,,130,129,130,129,8,4,1,0,0,1,3
0,|JP|IS|BL|CL|,,,,130,129,130,129,8,4,1,0,0,1,3
0,|MB|BS|GU|CV|,,,,130,129,130,129,8,4,4,0,0,1,3
1,|SN|MY|,,chapter,1.1.8,131,130,131,130,9,2,7,0,0,0,0
0,|QU|BS|,,,,132,131,132,131,9,2,0,0,0,0,0
0,|CV|MT|,,,,132,131,132,131,9,2,1,0,0,1,1
0,|GU|GP|,,,,132,131,132,131,9,2,0,0,0,0,0
0,|BZ|PG|,,,,132,131,132,131,9,2,0,0,0,0,0
0,|BO|CC|,,,,132,131,132,131,9,2,0,0,0,0,0
0,|GE|TS|,,,,132,131,132,131,9,2,1,0,0,1,1
0,|TH|GI|,,,,132,131,132,131,9,2,0,0,0,0,0
0,|GI|ME|,,,,132,131,132,131,9,2,5,0,0,1,1
0,|AZ|GR|,,,,132,131,132,131,9,2,0,0,0,1,1
0,|LI|MT|,,,,132,131,132,131,9,2,0,0,0,1,1
0,|GG|BA|,,,,132,131,132,131,9,2,0,0,0,0,0
0,|GG|JP|,,,,132,131,132,131,9,2,0,0,0,0,0
0,|GR|BA|,,,,132,131,132,131,9,2,0,0,0,0,0
0,|MG|MM|,,,,132,131,132,131,9,2,0,0,0,1,1
0,|JD|JU|,,,,132,131,132,131,9,2,0,0,0,0,0
0,|GG|TH|,,,,132,131,132,131,9,2,0,0,0,0,0
0,|MC|LP|,,,,132,131,132,131,9,2,1,0,0,0,0
0,|HL|EP|,,,,132,131,132,131,9,2,0,0,0,2,0
0,|ME|QU|,,,,132,131,132,131,9,2,5,0,0,1,1
0,|JA|CM|,,,,132,131,132,131,9,2,0,0,0,0,0
1,|MB|,,chapter,1.1.9,133,132,133,132,10,1,5,0,0,1,0
0,|MO|,,,,133,132,133,132,10,1,0,0,0,0,0
0,|SP|,,,,133,132,133,132,10,1,0,0,0,1,0
0,|EP|,,,,133,132,133,132,10,1,0,0,0,1,0
0,|MR|,,,,133,132,133,132,10,1,0,0,0,1,0
0,|PL|,,,,133,132,133,132,10,1,0,0,0,1,0
0,|TH|,,,,133,132,133,132,10,1,0,0,0,0,0
0,|ME|,,,,133,132,133,132,10,1,5,0,0,1,0
0,|CN|,,,,133,132,133,132,10,1,0,0,0,0,0
0,|IS|,,,,133,132,133,132,10,1,0,0,0,0,0
0,|LP|,,,,133,132,133,132,10,1,0,0,0,0,0
0,|JP|,,,,133,132,133,132,10,1,0,0,0,0,0
0,|NP|,,,,133,132,133,132,10,1,1,0,0,0,0
0,|GP|,,,,133,132,133,132,10,1,0,0,0,0,0
0,|FN|,,,,133,132,133,132,10,1,0,0,0,1,0
0,|GG|,,,,133,132,133,132,10,1,0,0,0,0,0
0,|BL|,,,,133,132,133,132,10,1,0,0,0,0,0
0,|FT|,,,,133,132,133,132,10,1,0,0,0,0,0
0,|QU|,,,,133,132,133,132,10,1,0,0,0,0,0
0,|SS|,,,,133,132,133,132,10,1,0,0,0,1,0
0,|JV|,,,,133,132,133,132,10,1,0,0,0,0,0
1,|MY|GG|,,chapter,1.1.10,134,133,134,133,11,2,8,0,0,0,0
0,|FA|DA|,,,,135,134,135,134,11,2,0,0,0,1,1
0,|MY|BZ|,,,,135,134,135,134,11,2,8,0,0,0,0
0,|FT|MM|,,,,135,134,135,134,11,2,0,0,0,0,0
0,|MN|IS|,,,,135,134,135,134,11,2,0,0,0,1,1
0,|MB|GE|,,,,135,134,135,134,11,2,7,1,8,1,1
0,|GI|HL|,,,,135,134,135,134,11,2,0,0,0,1,1
0,|MA|TS|,,,,135,134,135,134,11,2,0,0,0,1,1
0,|BM|BT|,,,,135,134,135,134,11,2,0,0,0,1,1
0,|MN|MI|,,,,135,134,135,134,11,2,0,0,0,2,0
0,|GA|JU|,,,,135,134,135,134,11,2,0,0,0,0,0
0,|CV|BB|,,,,135,134,135,134,11,2,1,0,0,0,0
0,|MM|PL|,,,,135,134,135,134,11,2,0,0,0,1,1
0,|VI|HL|,,,,135,134,135,134,11,2,0,0,0,2,0
0,|EP|EN|,,,,135,134,135,134,11,2,0,0,0,1,1
0,|EP|BB|,,,,135,134,135,134,11,2,0,0,0,1,1
0,|MA|BA|,,,,135,134,135,134,11,2,0,0,0,0,0
0,|CL|MY|,,,,135,134,135,134,11,2,9,1,8,1,1
0,|BS|JP|,,,,135,134,135,134,11,2,0,0,0,0,0
0,|MG|CC|,,,,135,134,135,134,11,2,0,0,0,1,1
0,|BB|TG|,,,,135,134,135,134,11,2,0,0,0,0,0
1,|MY|,,chapter,1.1.11,136,135,136,135,12,1,9,0,0,0,0
0,|DA|,,,,136,135,136,135,12,1,0,0,0,1,0
0,|SS|,,,,136,135,136,135,12,1,0,0,0,1,0
0,|CM|,,,,136,135,136,135,12,1,0,0,0,0,0
0,|CV|,,,,136,135,136,135,12,1,1,0,0,0,0
0,|XA|,,,,136,135,136,135,12,1,0,0,0,0,0
0,|JA|,,,,136,135,136,135,12,1,0,0,0,0,0
0,|LI|,,,,136,135,136,135,12,1,0,0,0,0,0
0,|XB|,,,,136,135,136,135,12,1,0,0,0,0,0
0,|BU|,,,,136,135,136,135,12,1,0,0,0,1,0
0,|JD|,,,,136,135,136,135,12,1,0,0,0,0,0
0,|HL|,,,,136,135,136,135,12,1,0,0,0,1,0
0,|SP|,,,,136,135,136,135,12,1,0,0,0,1,0
0,|FF|,,,,136,135,136,135,12,1,0,0,0,0,0
0,|TH|,,,,136,135,136,135,12,1,0,0,0,0,0
0,|FV|,,,,136,135,136,135,12,1,0,0,0,1,0
0,|BZ|,,,,136,135,136,135,12,1,0,0,0,0,0
0,|SN|,,,,136,135,136,135,12,1,1,0,0,0,0
0,|GG|,,,,136,135,136,135,12,1,1,0,0,0,0
0,|TG|,,,,136,135,136,135,12,1,0,0,0,0,0
0,|PG|,,,,136,135,136,135,12,1,0,0,0,0,0
1,|MY|,,chapter,1.1.12,137,136,137,136,13,1,10,0,0,0,0
0,|GR|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|TS|,,,,137,136,137,136,13,1,0,0,0,1,0
0,|BR|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|FE|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|EP|,,,,137,136,137,136,13,1,0,0,0,1,0
0,|CL|,,,,137,136,137,136,13,1,1,0,0,1,0
0,|MR|,,,,137,136,137,136,13,1,0,0,0,1,0
0,|CH|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|MN|,,,,137,136,137,136,13,1,0,0,0,1,0
0,|HL|,,,,137,136,137,136,13,1,0,0,0,1,0
0,|PL|,,,,137,136,137,136,13,1,0,0,0,1,0
0,|GA|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|CR|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|BB|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|BO|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|FV|,,,,137,136,137,136,13,1,0,0,0,1,0
0,|MM|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|SN|,,,,137,136,137,136,13,1,1,0,0,0,0
0,|JL|,,,,137,136,137,136,13,1,0,0,0,0,0
0,|MA|,,,,137,136,137,136,13,1,0,0,0,0,0
1,|MY|,,chapter,1.1.13,138,137,138,137,14,1,11,0,0,0,0
0,|TS|,,,,138,137,138,137,14,1,0,0,0,1,0
0,|JL|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|JP|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|SN|,,,,138,137,138,137,14,1,1,0,0,0,0
0,|IS|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|CO|,,,,138,137,138,137,14,1,0,0,0,1,0
0,|PL|,,,,138,137,138,137,14,1,0,0,0,1,0
0,|FE|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|BT|,,,,138,137,138,137,14,1,0,0,0,1,0
0,|BL|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|TG|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|BZ|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|JO|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|GR|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|GT|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|SP|,,,,138,137,138,137,14,1,0,0,0,1,0
0,|GE|,,,,138,137,138,137,14,1,1,0,0,0,0
0,|MB|,,,,138,137,138,137,14,1,6,0,0,1,0
0,|CC|,,,,138,137,138,137,14,1,0,0,0,0,0
0,|JA|,,,,138,137,138,137,14,1,0,0,0,0,0
1,|MY|SN|,,chapter,1.1.14,139,138,139,138,15,2,13,1,0,0,0
0,|SP|TH|,,,,140,139,140,139,15,2,0,0,0,1,1
0,|TH|ZE|,,,,140,139,140,139,15,2,0,0,0,1,1
0,|CR|FE|,,,,140,139,140,139,15,2,0,0,0,0,0
0,|LP|MY|,,,,140,139,140,139,15,2,12,0,0,0,0
0,|BB|FV|,,,,140,139,140,139,15,2,0,0,0,1,1
0,|GG|FA|,,,,140,139,140,139,15,2,1,0,0,0,0
0,|TS|BR|,,,,140,139,140,139,15,2,0,0,0,1,1
0,|MC|MY|,,,,140,139,140,139,15,2,13,1,8,0,0
0,|NP|BZ|,,,,140,139,140,139,15,2,1,0,0,0,0
0,|ZE|MR|,,,,140,139,140,139,15,2,0,0,0,2,0
0,|SP|ZE|,,,,140,139,140,139,15,2,0,0,0,2,0
0,|XB|LL|,,,,140,139,140,139,15,2,0,0,0,1,1
0,|PG|CV|,,,,140,139,140,139,15,2,1,0,0,0,0
0,|MG|NP|,,,,140,139,140,139,15,2,1,0,0,1,1
0,|CM|MO|,,,,140,139,140,139,15,2,0,0,0,0,0
0,|GT|MT|,,,,140,139,140,139,15,2,0,0,0,1,1
0,|CC|XB|,,,,140,139,140,139,15,2,0,0,0,0,0
0,|CV|GR|,,,,140,139,140,139,15,2,1,0,0,0,0
0,|TG|MA|,,,,140,139,140,139,15,2,0,0,0,0,0
0,|BA|BL|,,,,140,139,140,139,15,2,0,0,0,0,0
1,|JL|JV|MT|MR|,,chapter,1.2.1,141,140,141,140,16,4,0,0,0,2,4
0,|PO|GR|TG|CL|,,,,144,143,144,143,16,4,1,0,0,2,4
0,|BT|FF|GG|BJ|,,,,144,143,144,143,16,4,1,0,0,1,3
0,|MI|NP|ME|JL|,,,,144,143,144,143,16,4,6,0,4,2,4
0,|PO|CO|EP|TS|,,,,144,143,144,143,16,4,0,0,0,4,0
0,|MV|BR|MN|SS|,,,,144,143,144,143,16,4,0,0,0,3,3
0,|MM|PL|GE|MN|,,,,144,143,144,143,16,4,1,0,0,2,4
0,|CR|CO|VI|XB|,,,,144,143,144,143,16,4,0,0,0,2,4
0,|MB|MR|JA|CR|,,,,144,143,144,143,16,4,6,0,0,2,4
0,|JL|MP|EP|GP|,,,,144,143,144,143,16,4,0,0,0,2,4
0,|MO|TG|BS|HL|,,,,144,143,144,143,16,4,0,0,0,1,3
0,|JU|LP|HL|MI|,,,,144,143,144,143,16,4,0,0,0,2,4
0,|MO|LP|SC|CO|,,,,144,143,144,143,16,4,0,0,0,1,3
0,|XA|TM|JA|GP|,,,,144,143,144,143,16,4,0,0,0,1,3
0,|BU|CO|BZ|TM|,,,,144,143,144,143,16,4,0,0,0,3,3
0,|MI|MM|CM|XA|,,,,144,143,144,143,16,4,0,0,0,1,3
0,|BT|FT|MT|JP|,,,,144,143,144,143,16,4,0,0,0,2,4
0,|BB|HL|BS|MO|,,,,144,143,144,143,16,4,0,0,0,1,3
0,|JO|PL|CM|ME|,,,,144,143,144,143,16,4,5,0,0,2,4
0,|CO|TG|TS|MI|,,,,144,143,144,143,16,4,0,0,0,3,3
0,|XB|MB|JA|EN|,,,,144,143,144,143,16,4,6,0,0,1,3
1,|ME|MB|MY|,,chapter,1.2.2,145,144,145,144,17,3,24,14,52,2,2
0,|LL|JV|GE|,,,,147,146,147,146,17,3,2,0,0,1,2
0,|AZ|BZ|BO|,,,,147,146,147,146,17,3,0,0,0,1,2
0,|MP|ME|BS|,,,,147,146,147,146,17,3,5,0,0,2,2
0,|GG|MB|EP|,,,,147,146,147,146,17,3,7,0,2,2,2
0,|VI|CO|MN|,,,,147,146,147,146,17,3,0,0,0,3,0
0,|FE|GE|NP|,,,,147,146,147,146,17,3,2,0,4,0,0
0,|GA|MY|XA|,,,,147,146,147,146,17,3,13,0,0,0,0
0,|NP|FE|EN|,,,,147,146,147,146,17,3,1,0,0,0,0
0,|GE|CV|GA|,,,,147,146,147,146,17,3,2,0,6,0,0
0,|MI|BS|BJ|,,,,147,146,147,146,17,3,0,0,0,1,2
0,|TH|JV|XB|,,,,147,146,147,146,17,3,1,0,0,0,0
0,|PL|BR|BL|,,,,147,146,147,146,17,3,0,0,0,1,2
0,|FF|HL|JL|,,,,147,146,147,146,17,3,1,0,0,1,2
0,|GG|BZ|TS|,,,,147,146,147,146,17,3,1,0,0,1,2
0,|MC|MY|MG|,,,,147,146,147,146,17,3,14,1,8,1,2
0,|BJ|JL|SN|,,,,147,146,147,146,17,3,3,0,0,0,0
0,|FT|MA|EN|,,,,147,146,147,146,17,3,0,0,0,0,0
0,|BM|MP|MO|,,,,147,146,147,146,17,3,0,0,0,1,2
0,|XA|BM|AZ|,,,,147,146,147,146,17,3,0,0,0,1,2
0,|GR|BR|CN|,,,,147,146,147,146,17,3,0,0,0,0,0
1,|ME|MB|MY|JV|,,chapter,1.2.3,148,147,148,147,18,4,28,17,58,2,4
0,|ZE|MA|GT|BT|,,,,151,150,151,150,18,4,0,0,0,2,4
0,|JP|EP|SC|MA|,,,,151,150,151,150,18,4,0,0,0,1,3
0,|XA|CC|TH|MY|,,,,151,150,151,150,18,4,14,0,0,0,0
0,|CO|CM|EN|TS|,,,,151,150,151,150,18,4,0,0,0,2,4
0,|XA|EN|MY|TG|,,,,151,150,151,150,18,4,14,0,0,0,0
0,|FA|BT|GE|PO|,,,,151,150,151,150,18,4,1,0,0,2,4
0,|SC|VI|QU|CV|,,,,151,150,151,150,18,4,1,0,0,1,3
0,|CN|BO|JL|JP|,,,,151,150,151,150,18,4,1,0,0,0,0
0,|FA|PL|BS|BM|,,,,151,150,151,150,18,4,0,0,0,1,3
0,|BL|CO|GT|EN|,,,,151,150,151,150,18,4,0,0,0,1,3
0,|MA|MV|MC|SN|,,,,151,150,151,150,18,4,3,0,2,1,3
0,|BT|AZ|HL|ZE|,,,,151,150,151,150,18,4,0,0,0,4,0
0,|JV|JP|MB|AZ|,,,,151,150,151,150,18,4,8,0,0,2,4
0,|BB|MG|TG|MN|,,,,151,150,151,150,18,4,0,0,0,2,4
0,|JV|FN|NP|PO|,,,,151,150,151,150,18,4,2,0,0,2,4
0,|MR|CL|SN|GU|,,,,151,150,151,150,18,4,4,0,2,2,4
0,|MT|DA|FT|MB|,,,,151,150,151,150,18,4,8,0,0,3,3
0,|JA|FN|BU|MG|,,,,151,150,151,150,18,4,0,0,0,3,3
0,|QU|DA|TS|IS|,,,,151,150,151,150,18,4,0,0,0,2,4
0,|FV|NP|SS|BJ|,,,,151,150,151,150,18,4,1,0,0,2,4
1,|MY|JV|MB|ME|,,chapter,1.2.4,152,151,152,151,19,4,32,23,82,2,4
0,|LL|CV|PL|SS|,,,,155,154,155,154,19,4,1,0,0,3,3
0,|JP|TM|GA|MB|,,,,155,154,155,154,19,4,8,0,0,2,4
0,|MM|FN|MC|HL|,,,,155,154,155,154,19,4,1,0,0,2,4
0,|LP|MG|IS|BZ|,,,,155,154,155,154,19,4,0,0,0,1,3
0,|MV|BZ|CV|SS|,,,,155,154,155,154,19,4,1,0,0,2,4
0,|GT|FT|MB|AZ|,,,,155,154,155,154,19,4,8,0,0,2,4
0,|GP|AZ|MO|MM|,,,,155,154,155,154,19,4,0,0,0,1,3
0,|SS|FN|BU|GU|,,,,155,154,155,154,19,4,0,0,0,3,3
0,|MM|GI|MR|BR|,,,,155,154,155,154,19,4,1,0,0,1,3
0,|TH|LI|SN|GA|,,,,155,154,155,154,19,4,2,0,0,0,0
0,|MM|CL|JV|LP|,,,,155,154,155,154,19,4,3,0,6,1,3
