IS_OBSERVED,SOURCE,TARGET,TIME,TYPE,EVENT,TIME_POINT,TIME_UNIT,EVENT_INTERVAL,sender_activity,receiver_popularity,repetition,reciprocity,is.ICRs,is.ICRr,closure
0,2,13,70,,110,71,70,70,0,0,0,0,0,1,0
1,32,19,71,call,111,72,71,71,24,1,1,2,1,0,0
0,19,18,71,,111,72,71,71,2,1,0,0,0,0,4
1,19,32,72,call,112,73,72,72,2,37,2,2,0,1,0
0,21,7,72,,112,73,72,72,0,0,0,0,0,0,0
1,16,32,73,call,113,74,73,73,13,38,9,6,0,1,3
0,2,10,73,,113,74,73,73,0,0,0,0,0,0,0
1,32,16,74,call,114,75,74,74,25,9,6,10,1,0,3
0,34,3,74,,114,75,74,74,0,4,0,0,0,0,0
1,16,32,75,call,115,76,75,75,14,39,10,7,0,1,3
0,16,2,75,,115,76,75,75,14,0,0,0,0,0,0
1,32,16,76,call,116,77,76,76,26,10,7,11,1,0,3
0,25,7,76,,116,77,76,76,0,0,0,0,0,0,0
1,36,16,77,call,117,78,77,77,1,11,0,0,0,0,11
0,12,37,77,,117,78,77,77,0,0,0,0,0,0,0
1,16,36,78,call,118,79,78,78,15,2,0,1,0,0,11
0,35,29,78,,118,79,78,78,0,0,0,0,0,0,0
1,36,16,79,call,119,80,79,79,2,12,1,1,0,0,11
0,14,20,79,,119,80,79,79,0,2,0,0,1,0,0
1,16,36,80,call,120,81,80,80,16,3,1,2,0,0,11
0,14,13,80,,120,81,80,80,0,0,0,0,1,1,0
1,36,16,81,call,121,82,81,81,3,13,2,2,0,0,11
0,5,37,81,,121,82,81,81,0,0,0,0,0,0,0
1,16,36,82,call,122,83,82,82,17,4,2,3,0,0,11
0,21,1,82,,122,83,82,82,0,0,0,0,0,0,0
1,27,32,83,call,123,84,83,83,1,40,1,0,0,1,0
0,26,27,83,,123,84,83,83,3,0,0,0,0,0,3
1,32,16,84,call,124,85,84,84,27,14,8,11,1,0,3
0,18,10,84,,124,85,84,84,2,0,0,0,0,0,0
1,16,32,85,call,125,86,85,85,18,41,11,9,0,1,3
1,32,16,86,call,126,87,86,86,28,15,9,12,1,0,3
0,21,30,86,,126,87,86,86,0,0,0,0,0,0,0
1,16,32,87,call,127,88,87,87,19,42,12,10,0,1,3
0,24,17,87,,127,88,87,87,2,0,0,0,0,0,0
1,32,16,88,call,128,89,88,88,29,16,10,13,1,0,3
0,35,16,88,,128,89,88,88,0,16,0,0,0,0,0
1,22,15,89,call,129,90,89,89,1,5,0,0,0,0,5
0,25,4,89,,129,90,89,89,0,0,0,0,0,0,0
1,15,22,90,call,130,91,90,90,5,2,0,1,0,0,5
0,7,15,90,,130,91,90,90,0,6,0,0,0,0,0
1,22,15,91,call,131,92,91,91,2,6,1,1,0,0,5
0,22,1,91,,131,92,91,91,2,0,0,0,0,0,0
1,15,22,92,call,132,93,92,92,6,3,1,2,0,0,5
0,19,2,92,,132,93,92,92,3,0,0,0,0,0,0
1,22,15,93,call,133,94,93,93,3,7,2,2,0,0,5
0,14,29,93,,133,94,93,93,0,0,0,0,1,0,0
1,16,22,94,call,134,95,94,94,20,4,0,0,0,0,13
0,27,7,94,,134,95,94,94,2,0,0,0,0,0,0
1,22,16,95,call,135,96,95,95,4,17,0,1,0,0,13
0,3,34,95,,135,96,95,95,5,0,0,0,0,0,0
1,16,22,96,call,136,97,96,96,21,5,1,1,0,0,13
0,29,8,96,,136,97,96,96,0,1,0,0,0,0,0
1,22,11,97,call,137,98,97,97,5,3,0,0,0,0,6
0,16,14,97,,137,98,97,97,22,0,0,0,0,1,0
1,11,22,98,call,138,99,98,98,6,6,0,1,0,0,6
0,10,16,98,,138,99,98,98,0,18,0,0,0,0,0
1,36,32,99,call,139,100,99,99,4,43,1,0,0,1,33
0,28,8,99,,139,100,99,99,0,1,0,0,0,0,0
1,32,36,100,call,140,101,100,100,30,5,0,2,1,0,33
0,13,35,100,,140,101,100,100,0,0,0,0,1,0,0
1,36,32,101,call,141,102,101,101,5,44,2,1,0,1,33
0,34,4,101,,141,102,101,101,0,0,0,0,0,0,0
1,32,36,102,call,142,103,102,102,31,6,1,3,1,0,33
0,5,7,102,,142,103,102,102,0,0,0,0,0,0,0
1,36,32,103,call,143,104,103,103,6,45,3,2,0,1,33
1,32,36,104,call,144,105,104,104,32,7,2,4,1,0,33
0,1,6,104,,144,105,104,104,0,0,0,0,0,0,0
1,27,32,105,call,145,106,105,105,2,46,2,0,0,1,0
0,9,22,105,,145,106,105,105,0,7,0,0,0,0,0
1,37,32,106,call,146,107,106,106,0,47,0,0,0,1,0
0,13,11,106,,146,107,106,106,0,4,0,0,1,0,0
1,32,37,107,call,147,108,107,107,33,0,0,1,1,0,0
0,35,15,107,,147,108,107,107,0,8,0,0,0,0,0
1,37,32,108,call,148,109,108,108,1,48,1,1,0,1,0
0,11,15,108,,148,109,108,108,7,8,0,0,0,0,17
1,32,37,109,call,149,110,109,109,34,1,1,2,1,0,0
0,18,25,109,,149,110,109,109,2,0,0,0,0,0,0
1,5,32,110,call,150,111,110,110,0,49,0,0,0,1,0
0,10,25,110,,150,111,110,110,0,0,0,0,0,0,0
1,32,5,111,call,151,112,111,111,35,0,0,1,1,0,0
0,1,37,111,,151,112,111,111,0,2,0,0,0,0,0
1,5,32,112,call,152,113,112,112,1,50,1,1,0,1,0
0,19,8,112,,152,113,112,112,3,1,0,0,0,0,9
1,32,5,113,call,153,114,113,113,36,1,1,2,1,0,0
0,30,6,113,,153,114,113,113,0,0,0,0,0,0,0
1,31,36,114,call,154,115,114,114,0,8,0,0,0,0,0
0,6,12,114,,154,115,114,114,0,0,0,0,0,0,0
1,36,31,115,call,155,116,115,115,7,0,0,1,0,0,0
0,25,37,115,,155,116,115,115,0,2,0,0,0,0,0
1,31,36,116,call,156,117,116,116,1,9,1,1,0,0,0
0,29,27,116,,156,117,116,116,0,0,0,0,0,0,0
1,36,31,117,call,157,118,117,117,8,1,1,2,0,0,0
0,33,5,117,,157,118,117,117,0,2,0,0,0,0,0
1,37,32,118,call,158,119,118,118,2,51,2,2,0,1,0
0,12,32,118,,158,119,118,118,0,51,0,0,0,1,0
1,16,32,119,call,159,120,119,119,22,52,13,11,0,1,16
0,3,19,119,,159,120,119,119,5,2,0,0,0,0,15
1,32,16,120,call,160,121,120,120,37,18,11,14,1,0,16
1,16,32,121,call,161,122,121,121,23,53,14,12,0,1,16
0,21,15,121,,161,122,121,121,0,8,0,0,0,0,0
1,32,16,122,call,162,123,122,122,38,19,12,15,1,0,16
0,35,12,122,,162,123,122,122,0,0,0,0,0,0,0
1,29,32,123,call,163,124,123,123,0,54,0,0,0,1,0
0,19,12,123,,163,124,123,123,3,0,0,0,0,0,0
1,32,29,124,call,164,125,124,124,39,0,0,1,1,0,0
0,13,35,124,,164,125,124,124,0,0,0,0,1,0,0
1,37,14,125,call,165,126,125,125,3,0,0,0,0,1,0
0,14,31,125,,165,126,125,125,0,2,0,0,1,0,0
1,29,32,126,call,166,127,126,126,1,55,1,1,0,1,0
0,9,16,126,,166,127,126,126,0,20,0,0,0,0,0
1,31,32,127,call,167,128,127,127,2,56,0,0,0,1,6
0,20,26,127,,167,128,127,127,2,3,0,0,0,0,6
1,32,37,128,call,168,129,128,128,40,2,2,3,1,0,0
0,6,26,128,,168,129,128,128,0,3,0,0,0,0,0
1,16,32,129,call,169,130,129,129,24,57,15,13,0,1,16
0,10,17,129,,169,130,129,129,0,0,0,0,0,0,0
1,32,16,130,call,170,131,130,130,41,20,13,16,1,0,16
0,33,1,130,,170,131,130,130,0,0,0,0,0,0,0
1,16,32,131,call,171,132,131,131,25,58,16,14,0,1,16
0,8,6,131,,171,132,131,131,3,0,0,0,0,0,0
1,32,16,132,call,172,133,132,132,42,21,14,17,1,0,16
0,21,22,132,,172,133,132,132,0,7,0,0,0,0,0
1,16,32,133,call,173,134,133,133,26,59,17,15,0,1,16
0,28,1,133,,173,134,133,133,0,0,0,0,0,0,0
1,36,16,134,call,174,135,134,134,9,22,3,3,0,0,72
0,14,11,134,,174,135,134,134,0,4,0,0,1,0,0
1,16,36,135,call,175,136,135,135,27,10,3,4,0,0,72
0,15,26,135,,175,136,135,135,7,3,0,0,0,0,15
1,36,16,136,call,176,137,136,136,10,23,4,4,0,0,72
0,9,4,136,,176,137,136,136,0,0,0,0,0,0,0
1,16,36,137,call,177,138,137,137,28,11,4,5,0,0,72
0,29,8,137,,177,138,137,137,2,1,0,0,0,0,6
1,29,32,138,call,178,139,138,138,2,60,2,1,0,1,0
0,19,23,138,,178,139,138,138,3,0,0,0,0,0,0
1,8,35,139,call,179,140,139,139,3,0,0,0,0,0,0
0,22,11,139,,179,140,139,139,6,4,1,1,0,0,6
1,32,16,140,call,180,141,140,140,43,24,15,18,1,0,22
0,34,31,140,,180,141,140,140,0,2,0,0,0,0,0
1,8,35,141,call,181,142,141,141,4,1,1,0,0,0,0
0,5,17,141,,181,142,141,141,2,0,0,0,0,0,0
1,32,16,142,call,182,143,142,142,44,25,16,18,1,0,22
0,3,22,142,,182,143,142,142,5,7,0,0,0,0,5
1,16,32,143,call,183,144,143,143,29,61,18,17,0,1,22
0,26,25,143,,183,144,143,143,3,0,0,0,0,0,0
1,32,16,144,call,184,145,144,144,45,26,17,19,1,0,22
0,25,13,144,,184,145,144,144,0,0,0,0,0,1,0
1,16,32,145,call,185,146,145,145,30,62,19,18,0,1,22
0,5,35,145,,185,146,145,145,2,2,0,0,0,0,0
1,22,32,146,call,186,147,146,146,6,63,1,2,0,1,33
0,12,25,146,,186,147,146,146,0,0,0,0,0,0,0
1,32,22,147,call,187,148,147,147,46,7,2,2,1,0,33
0,3,12,147,,187,148,147,147,5,0,0,0,0,0,0
1,22,32,148,call,188,149,148,148,7,64,2,3,0,1,33
0,2,9,148,,188,149,148,148,0,0,0,0,0,0,0
1,32,22,149,call,189,150,149,149,47,8,3,3,1,0,33
0,3,14,149,,189,150,149,149,5,1,0,0,0,1,0
1,27,32,150,call,190,151,150,150,3,65,3,0,0,1,0
0,22,26,150,,190,151,150,150,8,3,0,0,0,0,9
1,32,27,151,call,191,152,151,151,48,0,0,4,1,0,0
0,26,16,151,,191,152,151,151,3,27,0,0,0,0,60
1,27,32,152,call,192,153,152,152,4,66,4,1,0,1,0
0,18,15,152,,192,153,152,152,2,8,0,0,0,0,10
1,32,26,153,call,193,154,153,153,49,3,3,3,1,0,0
0,34,36,153,,193,154,153,153,0,12,0,0,0,0,0
1,22,32,154,call,194,155,154,154,8,67,3,4,0,1,33
0,25,28,154,,194,155,154,154,0,0,0,0,0,0,0
1,32,22,155,call,195,156,155,155,50,9,4,4,1,0,33
0,28,29,155,,195,156,155,155,0,1,0,0,0,0,0
1,22,32,156,call,196,157,156,156,9,68,4,5,0,1,33
0,13,30,156,,196,157,156,156,0,0,0,0,1,0,0
1,32,22,157,call,197,158,157,157,51,10,5,5,1,0,33
0,37,31,157,,197,158,157,157,4,2,0,0,0,0,3
1,22,32,158,call,198,159,158,158,10,69,5,6,0,1,33
0,37,10,158,,198,159,158,158,4,0,0,0,0,0,0
1,32,22,159,call,199,160,159,159,52,11,6,6,1,0,33
0,1,24,159,,199,160,159,159,0,0,0,0,0,0,0
1,22,32,160,call,200,161,160,160,11,70,6,7,0,1,33
0,8,2,160,,200,161,160,160,5,0,0,0,0,0,0
1,32,22,161,call,201,162,161,161,53,12,7,7,1,0,33
0,22,3,161,,201,162,161,161,12,4,0,0,0,0,35
1,16,32,162,call,202,163,162,162,31,71,20,18,0,1,34
0,2,27,162,,202,163,162,162,0,1,0,0,0,0,0
1,32,16,163,call,203,164,163,163,54,27,18,21,1,0,34
0,16,11,163,,203,164,163,163,32,4,3,3,0,0,65
1,16,32,164,call,204,165,164,164,32,72,21,19,0,1,34
1,32,16,165,call,205,166,165,165,55,28,19,22,1,0,34
0,36,31,165,,205,166,165,165,11,2,2,2,0,0,4
1,16,32,166,call,206,167,166,166,33,73,22,20,0,1,34
0,30,36,166,,206,167,166,166,0,12,0,0,0,0,0
1,16,11,167,call,207,168,167,167,34,4,3,3,0,0,71
0,2,12,167,,207,168,167,167,0,0,0,0,0,0,0
1,27,32,168,call,208,169,168,168,5,74,5,1,0,1,0
0,36,21,168,,208,169,168,168,11,0,0,0,0,0,0
1,32,16,169,call,209,170,169,169,56,29,20,23,1,0,34
0,22,9,169,,209,170,169,169,12,0,0,0,0,0,0
1,16,32,170,call,210,171,170,170,35,75,23,21,0,1,34
0,35,14,170,,210,171,170,170,0,1,0,0,0,1,0
1,32,16,171,call,211,172,171,171,57,30,21,24,1,0,34
0,19,29,171,,211,172,171,171,3,1,0,0,0,0,9
1,36,32,172,call,212,173,172,172,11,76,4,3,0,1,110
0,20,35,172,,212,173,172,172,2,2,0,0,0,0,0
1,32,36,173,call,213,174,173,173,58,12,3,5,1,0,110
0,31,19,173,,213,174,173,173,3,2,0,0,0,0,3
1,36,32,174,call,214,175,174,174,12,77,5,4,0,1,110
0,8,16,174,,214,175,174,174,5,31,0,0,0,0,72
1,32,36,175,call,215,176,175,175,59,13,4,6,1,0,110
0,18,31,175,,215,176,175,175,2,2,0,0,0,0,2
1,16,32,176,call,216,177,176,176,36,78,24,22,0,1,44
0,8,19,176,,216,177,176,176,5,2,0,0,0,0,9
1,32,16,177,call,217,178,177,177,60,31,22,25,1,0,44
0,32,30,177,,217,178,177,177,60,0,0,0,1,0,0
1,16,32,178,call,218,179,178,178,37,79,25,23,0,1,44
0,4,31,178,,218,179,178,178,0,2,0,0,0,0,0
1,32,16,179,call,219,180,179,179,61,32,23,26,1,0,44
0,36,24,179,,219,180,179,179,13,0,0,2,0,0,0
1,16,32,180,call,220,181,180,180,38,80,26,24,0,1,44
0,13,18,180,,220,181,180,180,0,1,0,0,1,0,0
1,32,16,181,call,221,182,181,181,62,33,24,27,1,0,44
0,9,5,181,,221,182,181,181,0,2,0,0,0,0,0
1,16,32,182,call,222,183,182,182,39,81,27,25,0,1,44
0,24,30,182,,222,183,182,182,2,0,0,0,0,0,0
1,10,2,183,call,223,184,183,183,0,0,0,0,0,0,0
0,11,12,183,,223,184,183,183,7,0,0,0,0,0,0
1,2,10,184,call,224,185,184,184,0,0,0,1,0,0,0
0,30,12,184,,224,185,184,184,0,0,0,0,0,0,0
1,10,26,185,call,225,186,185,185,1,4,0,0,0,0,0
0,6,30,185,,225,186,185,185,0,0,0,0,0,0,0
1,16,32,186,call,226,187,186,186,40,82,28,25,0,1,44
0,7,24,186,,226,187,186,186,0,0,0,0,0,0,0
1,32,16,187,call,227,188,187,187,63,34,25,29,1,0,44
0,22,3,187,,227,188,187,187,12,4,0,0,0,0,35
1,16,32,188,call,228,189,188,188,41,83,29,26,0,1,44
0,29,24,188,,228,189,188,188,3,0,0,0,0,0,0
1,16,32,189,call,229,190,189,189,42,84,30,26,0,1,44
0,26,11,189,,229,190,189,189,3,5,0,0,0,0,9
1,32,16,190,call,230,191,190,190,64,35,26,31,1,0,44
0,20,37,190,,230,191,190,190,2,3,0,0,0,0,6
1,32,16,191,call,231,192,191,191,65,36,27,31,1,0,44
0,23,28,191,,231,192,191,191,0,0,0,0,0,0,0
1,16,32,192,call,232,193,192,192,43,85,31,28,0,1,44
0,2,12,192,,232,193,192,192,1,0,0,0,0,0,0
1,32,16,193,call,233,194,193,193,66,37,28,32,1,0,44
0,10,8,193,,233,194,193,193,2,1,0,0,0,0,0
1,16,32,194,call,234,195,194,194,44,86,32,29,0,1,44
0,34,37,194,,234,195,194,194,0,3,0,0,0,0,0
1,32,16,195,call,235,196,195,195,67,38,29,33,1,0,44
0,1,25,195,,235,196,195,195,0,0,0,0,0,0,0
1,16,32,196,call,236,197,196,196,45,87,33,30,0,1,44
0,1,10,196,,236,197,196,196,0,1,0,0,0,0,0
1,32,16,197,call,237,198,197,197,68,39,30,34,1,0,44
0,29,25,197,,237,198,197,197,3,0,0,0,0,0,0
1,16,32,198,call,238,199,198,198,46,88,34,31,0,1,44
0,19,4,198,,238,199,198,198,3,0,0,0,0,0,0
1,32,16,199,call,239,200,199,199,69,40,31,35,1,0,44
1,16,32,200,call,240,201,200,200,47,89,35,32,0,1,44
0,20,17,200,,240,201,200,200,2,0,0,0,0,0,0
1,32,16,201,call,241,202,201,201,70,41,32,36,1,0,44
0,7,17,201,,241,202,201,201,0,0,0,0,0,0,0
1,22,32,202,call,242,203,202,202,12,90,7,8,0,1,48
0,11,21,202,,242,203,202,202,7,0,0,0,0,0,0
1,32,22,203,call,243,204,203,203,71,13,8,8,1,0,48
0,11,36,203,,243,204,203,203,7,14,0,0,0,0,33
1,24,32,204,call,244,205,204,204,2,91,0,0,0,1,10
0,1,17,204,,244,205,204,204,0,0,0,0,0,0,0
1,32,24,205,call,245,206,205,205,72,0,0,1,1,0,10
0,7,3,205,,245,206,205,205,0,4,0,0,0,0,0
1,24,32,206,call,246,207,206,206,3,92,1,1,0,1,10
0,14,32,206,,246,207,206,206,0,92,0,0,1,1,0
1,32,24,207,call,247,208,207,207,73,1,1,2,1,0,10
1,16,32,208,call,248,209,208,208,48,93,36,33,0,1,46
0,34,21,208,,248,209,208,208,0,0,0,0,0,0,0
1,32,16,209,call,249,210,209,209,74,42,33,37,1,0,46
0,35,6,209,,249,210,209,209,0,0,0,0,0,0,0
1,16,32,210,call,250,211,210,210,49,94,37,34,0,1,46
1,32,24,211,call,251,212,211,211,75,2,2,2,1,0,10
0,20,9,211,,251,212,211,211,2,0,0,0,0,0,0
1,24,32,212,call,252,213,212,212,4,95,2,3,0,1,10
0,25,33,212,,252,213,212,212,0,0,0,0,0,0,0
1,16,32,213,call,253,214,213,213,50,96,38,34,0,1,46
0,5,12,213,,253,214,213,213,2,0,0,0,0,0,0
1,30,16,214,call,254,215,214,214,0,43,0,0,0,0,0
0,20,32,214,,254,215,214,214,2,97,2,2,0,1,0
1,16,30,215,call,255,216,215,215,51,0,0,1,0,0,0
0,21,7,215,,255,216,215,215,0,0,0,0,0,0,0
1,30,16,216,call,256,217,216,216,1,44,1,1,0,0,0
0,7,25,216,,256,217,216,216,0,0,0,0,0,0,0
1,16,30,217,call,257,218,217,217,52,1,1,2,0,0,0
0,5,12,217,,257,218,217,217,2,0,0,0,0,0,0
1,30,16,218,call,258,219,218,218,2,45,2,2,0,0,0
0,27,23,218,,258,219,218,218,6,0,0,0,0,0,0
1,16,30,219,call,259,220,219,219,53,2,2,3,0,0,0
0,13,11,219,,259,220,219,219,0,5,0,0,1,0,0
1,32,15,220,call,260,221,220,220,76,8,5,5,1,0,18
0,29,35,220,,260,221,220,220,3,2,0,0,0,0,0
1,15,32,221,call,261,222,221,221,7,97,5,6,0,1,18
0,13,26,221,,261,222,221,221,0,5,0,0,1,0,0
1,32,15,222,call,262,223,222,222,77,9,6,6,1,0,18
0,5,37,222,,262,223,222,222,2,3,0,0,0,0,6
1,15,32,223,call,263,224,223,223,8,98,6,7,0,1,18
0,23,1,223,,263,224,223,223,0,0,0,0,0,0,0
1,32,15,224,call,264,225,224,224,78,10,7,7,1,0,18
0,36,7,224,,264,225,224,224,13,0,0,0,0,0,0
1,32,15,225,call,265,226,225,225,79,11,8,7,1,0,18
