IS_OBSERVED,SOURCE,TARGET,TIME,TYPE,EVENT,TIME_POINT,TIME_UNIT,EVENT_INTERVAL,sender_activity,receiver_popularity,repetition,reciprocity,is.ICRs,is.ICRr,closure
0,8,14,34,,74,35,34,34,3,0,0,0,0,1,0
0,35,21,34,,74,35,34,34,0,0,0,0,0,0,0
0,29,15,34,,74,35,34,34,0,0,0,0,0,0,0
1,3,32,35,call,75,36,35,35,1,22,1,1,0,1,0
0,32,33,35,,75,36,35,35,12,0,0,0,1,0,0
0,35,18,35,,75,36,35,35,0,0,0,0,0,0,0
0,18,31,35,,75,36,35,35,0,0,0,0,0,0,0
0,18,2,35,,75,36,35,35,0,0,0,0,0,0,0
0,35,22,35,,75,36,35,35,0,1,0,0,0,0,0
1,32,3,36,call,76,37,36,36,12,1,1,2,1,0,0
0,23,11,36,,76,37,36,36,0,0,0,0,0,0,0
0,4,26,36,,76,37,36,36,0,3,0,0,0,0,0
0,30,20,36,,76,37,36,36,0,2,0,0,0,0,0
0,22,5,36,,76,37,36,36,0,0,0,0,0,0,0
0,9,25,36,,76,37,36,36,0,0,0,0,0,0,0
1,32,16,37,call,77,38,37,37,13,4,4,8,1,0,0
0,26,7,37,,77,38,37,37,3,0,0,0,0,0,0
0,20,2,37,,77,38,37,37,2,0,0,0,0,0,0
0,31,5,37,,77,38,37,37,0,0,0,0,0,0,0
0,2,30,37,,77,38,37,37,0,0,0,0,0,0,0
0,17,1,37,,77,38,37,37,0,0,0,0,0,0,0
1,16,32,38,call,78,39,38,38,8,23,8,5,0,1,0
0,18,9,38,,78,39,38,38,0,0,0,0,0,0,0
0,30,21,38,,78,39,38,38,0,0,0,0,0,0,0
0,13,17,38,,78,39,38,38,0,0,0,0,1,0,0
0,4,31,38,,78,39,38,38,0,0,0,0,0,0,0
0,37,10,38,,78,39,38,38,0,0,0,0,0,0,0
1,32,16,39,call,79,40,39,39,14,5,5,9,1,0,0
0,31,32,39,,79,40,39,39,0,24,0,0,0,1,0
0,2,5,39,,79,40,39,39,0,0,0,0,0,0,0
0,2,28,39,,79,40,39,39,0,0,0,0,0,0,0
0,22,18,39,,79,40,39,39,0,0,0,0,0,0,0
0,3,22,39,,79,40,39,39,2,1,0,0,0,0,0
1,3,32,40,call,80,41,40,40,2,24,2,2,0,1,0
0,19,9,40,,80,41,40,40,0,0,0,0,0,0,0
0,13,16,40,,80,41,40,40,0,6,0,0,1,0,0
0,9,36,40,,80,41,40,40,0,0,0,0,0,0,0
0,17,1,40,,80,41,40,40,0,0,0,0,0,0,0
0,14,33,40,,80,41,40,40,0,0,0,0,1,0,0
1,3,32,41,call,81,42,41,41,3,25,3,2,0,1,0
0,34,1,41,,81,42,41,41,0,0,0,0,0,0,0
0,26,16,41,,81,42,41,41,3,6,0,0,0,0,27
0,15,19,41,,81,42,41,41,0,0,0,0,0,0,0
0,8,5,41,,81,42,41,41,3,0,0,0,0,0,0
0,3,22,41,,81,42,41,41,3,1,0,0,0,0,0
1,32,3,42,call,82,43,42,42,15,2,2,4,1,0,0
0,18,31,42,,82,43,42,42,0,0,0,0,0,0,0
0,20,27,42,,82,43,42,42,2,0,0,0,0,0,2
0,18,32,42,,82,43,42,42,0,26,0,0,0,1,0
0,26,10,42,,82,43,42,42,3,0,0,0,0,0,0
0,8,28,42,,82,43,42,42,3,0,0,0,0,0,0
1,3,32,43,call,83,44,43,43,4,26,4,3,0,1,0
0,32,17,43,,83,44,43,43,16,0,0,0,1,0,0
0,32,29,43,,83,44,43,43,16,0,0,0,1,0,0
0,27,33,43,,83,44,43,43,1,0,0,0,0,0,0
0,27,1,43,,83,44,43,43,1,0,0,0,0,0,0
0,2,11,43,,83,44,43,43,0,0,0,0,0,0,0
1,16,3,44,call,84,45,44,44,9,3,0,0,0,0,45
0,4,16,44,,84,45,44,44,0,6,0,0,0,0,0
0,34,16,44,,84,45,44,44,0,6,0,0,0,0,0
0,22,28,44,,84,45,44,44,0,0,0,0,0,0,0
0,28,32,44,,84,45,44,44,0,27,0,0,0,1,0
0,8,26,44,,84,45,44,44,3,3,0,0,0,0,9
1,16,11,45,call,85,46,45,45,10,0,0,0,0,0,27
0,24,4,45,,85,46,45,45,0,0,0,0,0,0,0
0,26,9,45,,85,46,45,45,3,0,0,0,0,0,0
0,3,9,45,,85,46,45,45,5,0,0,0,0,0,0
0,8,31,45,,85,46,45,45,3,0,0,0,0,0,0
0,19,33,45,,85,46,45,45,0,0,0,0,0,0,0
1,11,16,46,call,86,47,46,46,3,6,0,1,0,0,27
0,32,26,46,,86,47,46,46,16,3,3,3,1,0,0
0,30,24,46,,86,47,46,46,0,0,0,0,0,0,0
0,23,9,46,,86,47,46,46,0,0,0,0,0,0,0
0,8,14,46,,86,47,46,46,3,0,0,0,0,1,0
0,26,1,46,,86,47,46,46,3,0,0,0,0,0,0
1,16,11,47,call,87,48,47,47,11,1,1,1,0,0,27
0,16,29,47,,87,48,47,47,11,0,0,0,0,0,0
0,23,15,47,,87,48,47,47,0,0,0,0,0,0,0
0,21,6,47,,87,48,47,47,0,0,0,0,0,0,0
0,8,24,47,,87,48,47,47,3,0,0,0,0,0,0
0,36,34,47,,87,48,47,47,1,0,0,0,0,0,0
1,11,16,48,call,88,49,48,48,4,7,1,2,0,0,27
0,29,28,48,,88,49,48,48,0,0,0,0,0,0,0
0,4,37,48,,88,49,48,48,0,0,0,0,0,0,0
0,15,5,48,,88,49,48,48,0,0,0,0,0,0,0
0,21,19,48,,88,49,48,48,0,0,0,0,0,0,0
0,29,2,48,,88,49,48,48,0,0,0,0,0,0,0
1,16,11,49,call,89,50,49,49,12,2,2,2,0,0,27
0,14,26,49,,89,50,49,49,0,3,0,0,1,0,0
0,33,26,49,,89,50,49,49,0,3,0,0,0,0,0
0,3,20,49,,89,50,49,49,5,2,0,0,0,0,10
0,24,32,49,,89,50,49,49,0,27,0,0,0,1,0
1,11,16,50,call,90,51,50,50,5,8,2,3,0,0,27
0,24,35,50,,90,51,50,50,0,0,0,0,0,0,0
0,12,1,50,,90,51,50,50,0,0,0,0,0,0,0
0,34,24,50,,90,51,50,50,0,0,0,0,0,0,0
0,10,5,50,,90,51,50,50,0,0,0,0,0,0,0
0,20,27,50,,90,51,50,50,2,0,0,0,0,0,2
1,24,36,51,call,91,52,51,51,0,0,0,0,0,0,0
0,7,29,51,,91,52,51,51,0,0,0,0,0,0,0
0,35,36,51,,91,52,51,51,0,0,0,0,0,0,0
0,8,3,51,,91,52,51,51,3,4,0,0,0,0,15
0,17,1,51,,91,52,51,51,0,0,0,0,0,0,0
0,14,34,51,,91,52,51,51,0,0,0,0,1,0,0
1,24,36,52,call,92,53,52,52,1,1,1,0,0,0,0
0,33,1,52,,92,53,52,52,0,0,0,0,0,0,0
0,17,29,52,,92,53,52,52,0,0,0,0,0,0,0
0,16,18,52,,92,53,52,52,13,0,0,0,0,0,0
0,9,24,52,,92,53,52,52,0,0,0,0,0,0,0
0,17,33,52,,92,53,52,52,0,0,0,0,0,0,0
1,15,32,53,call,93,54,53,53,0,27,0,0,0,1,0
0,23,4,53,,93,54,53,53,0,0,0,0,0,0,0
0,14,8,53,,93,54,53,53,0,1,0,0,1,0,0
0,8,3,53,,93,54,53,53,3,4,0,0,0,0,15
0,2,32,53,,93,54,53,53,0,27,0,0,0,1,0
0,36,1,53,,93,54,53,53,1,0,0,0,0,0,0
1,32,15,54,call,94,55,54,54,16,0,0,1,1,0,0
0,1,23,54,,94,55,54,54,0,0,0,0,0,0,0
0,37,9,54,,94,55,54,54,0,0,0,0,0,0,0
0,9,1,54,,94,55,54,54,0,0,0,0,0,0,0
0,20,28,54,,94,55,54,54,2,0,0,0,0,0,0
0,18,14,54,,94,55,54,54,0,0,0,0,0,1,0
1,15,32,55,call,95,56,55,55,1,28,1,1,0,1,0
0,36,2,55,,95,56,55,55,1,0,0,0,0,0,0
0,3,26,55,,95,56,55,55,5,3,0,0,0,0,15
0,12,19,55,,95,56,55,55,0,0,0,0,0,0,0
0,22,9,55,,95,56,55,55,0,0,0,0,0,0,0
1,32,15,56,call,96,57,56,56,17,1,1,2,1,0,0
0,21,1,56,,96,57,56,56,0,0,0,0,0,0,0
0,10,26,56,,96,57,56,56,0,3,0,0,0,0,0
0,19,21,56,,96,57,56,56,0,0,0,0,0,0,0
0,8,22,56,,96,57,56,56,3,1,0,0,0,0,0
0,35,33,56,,96,57,56,56,0,0,0,0,0,0,0
1,15,32,57,call,97,58,57,57,2,29,2,2,0,1,0
0,7,29,57,,97,58,57,57,0,0,0,0,0,0,0
0,23,2,57,,97,58,57,57,0,0,0,0,0,0,0
0,31,2,57,,97,58,57,57,0,0,0,0,0,0,0
0,13,30,57,,97,58,57,57,0,0,0,0,1,0,0
0,28,26,57,,97,58,57,57,0,3,0,0,0,0,0
1,32,15,58,call,98,59,58,58,18,2,2,3,1,0,0
0,10,22,58,,98,59,58,58,0,1,0,0,0,0,0
0,37,7,58,,98,59,58,58,0,0,0,0,0,0,0
0,2,16,58,,98,59,58,58,0,9,0,0,0,0,0
0,23,16,58,,98,59,58,58,0,9,0,0,0,0,0
0,24,20,58,,98,59,58,58,2,2,0,0,0,0,0
1,22,32,59,call,99,60,59,59,0,30,0,1,0,1,0
0,19,25,59,,99,60,59,59,0,0,0,0,0,0,0
0,4,23,59,,99,60,59,59,0,0,0,0,0,0,0
0,5,13,59,,99,60,59,59,0,0,0,0,0,1,0
0,13,32,59,,99,60,59,59,0,30,0,0,1,1,0
0,16,36,59,,99,60,59,59,13,2,0,0,0,0,9
1,32,22,60,call,100,61,60,60,19,1,1,1,1,0,0
0,8,18,60,,100,61,60,60,3,0,0,0,0,0,0
0,4,26,60,,100,61,60,60,0,3,0,0,0,0,0
0,7,18,60,,100,61,60,60,0,0,0,0,0,0,0
0,34,2,60,,100,61,60,60,0,0,0,0,0,0,0
0,30,14,60,,100,61,60,60,0,0,0,0,0,1,0
1,15,32,61,call,101,62,61,61,3,31,3,3,0,1,0
0,25,2,61,,101,62,61,61,0,0,0,0,0,0,0
0,11,28,61,,101,62,61,61,6,0,0,0,0,0,0
0,19,10,61,,101,62,61,61,0,0,0,0,0,0,0
0,2,20,61,,101,62,61,61,0,2,0,0,0,0,0
0,28,37,61,,101,62,61,61,0,0,0,0,0,0,0
1,32,15,62,call,102,63,62,62,20,3,3,4,1,0,0
0,6,5,62,,102,63,62,62,0,0,0,0,0,0,0
0,5,26,62,,102,63,62,62,0,3,0,0,0,0,0
0,37,25,62,,102,63,62,62,0,0,0,0,0,0,0
0,32,1,62,,102,63,62,62,20,0,0,0,1,0,0
0,3,32,62,,102,63,62,62,5,32,5,3,0,1,0
1,15,32,63,call,103,64,63,63,4,32,4,4,0,1,0
0,25,36,63,,103,64,63,63,0,2,0,0,0,0,0
0,1,26,63,,103,64,63,63,0,3,0,0,0,0,0
0,23,4,63,,103,64,63,63,0,0,0,0,0,0,0
0,35,19,63,,103,64,63,63,0,0,0,0,0,0,0
0,17,15,63,,103,64,63,63,0,4,0,0,0,0,0
1,32,15,64,call,104,65,64,64,21,4,4,5,1,0,0
0,5,6,64,,104,65,64,64,0,0,0,0,0,0,0
0,33,23,64,,104,65,64,64,0,0,0,0,0,0,0
0,5,28,64,,104,65,64,64,0,0,0,0,0,0,0
0,21,26,64,,104,65,64,64,0,3,0,0,0,0,0
0,7,23,64,,104,65,64,64,0,0,0,0,0,0,0
1,18,32,65,call,105,66,65,65,0,33,0,0,0,1,0
0,32,23,65,,105,66,65,65,22,0,0,0,1,0,0
0,14,28,65,,105,66,65,65,0,0,0,0,1,0,0
0,3,6,65,,105,66,65,65,5,0,0,0,0,0,0
0,30,15,65,,105,66,65,65,0,5,0,0,0,0,0
0,16,21,65,,105,66,65,65,13,0,0,0,0,0,0
1,32,18,66,call,106,67,66,66,22,0,0,1,1,0,0
0,32,23,66,,106,67,66,66,22,0,0,0,1,0,0
0,11,35,66,,106,67,66,66,6,0,0,0,0,0,0
0,28,8,66,,106,67,66,66,0,1,0,0,0,0,0
0,30,36,66,,106,67,66,66,0,2,0,0,0,0,0
1,18,32,67,call,107,68,67,67,1,34,1,1,0,1,0
0,32,2,67,,107,68,67,67,23,0,0,0,1,0,0
0,13,6,67,,107,68,67,67,0,0,0,0,1,0,0
0,22,6,67,,107,68,67,67,1,0,0,0,0,0,0
0,37,32,67,,107,68,67,67,0,34,0,0,0,1,0
0,17,15,67,,107,68,67,67,0,5,0,0,0,0,0
1,19,32,68,call,108,69,68,68,0,35,0,0,0,1,0
0,12,1,68,,108,69,68,68,0,0,0,0,0,0,0
0,33,1,68,,108,69,68,68,0,0,0,0,0,0,0
0,25,6,68,,108,69,68,68,0,0,0,0,0,0,0
0,29,30,68,,108,69,68,68,0,0,0,0,0,0,0
0,6,36,68,,108,69,68,68,0,2,0,0,0,0,0
1,32,19,69,call,109,70,69,69,23,0,0,1,1,0,0
0,29,22,69,,109,70,69,69,0,2,0,0,0,0,0
0,26,10,69,,109,70,69,69,3,0,0,0,0,0,0
0,27,34,69,,109,70,69,69,1,0,0,0,0,0,0
0,13,32,69,,109,70,69,69,0,36,0,0,1,1,0
0,29,27,69,,109,70,69,69,0,0,0,0,0,0,0
1,19,32,70,call,110,71,70,70,1,36,1,1,0,1,0
0,18,28,70,,110,71,70,70,2,0,0,0,0,0,0
0,27,9,70,,110,71,70,70,1,0,0,0,0,0,0
0,22,16,70,,110,71,70,70,1,9,0,0,0,0,9
0,24,32,70,,110,71,70,70,2,36,0,0,0,1,0
1,32,19,71,call,111,72,71,71,24,1,1,2,1,0,0
0,13,17,71,,111,72,71,71,0,0,0,0,1,0,0
0,20,19,71,,111,72,71,71,2,1,0,0,0,0,4
0,28,34,71,,111,72,71,71,0,0,0,0,0,0,0
0,26,1,71,,111,72,71,71,3,0,0,0,0,0,0
0,1,31,71,,111,72,71,71,0,0,0,0,0,0,0
1,19,32,72,call,112,73,72,72,2,37,2,2,0,1,0
0,23,24,72,,112,73,72,72,0,0,0,0,0,0,0
0,22,35,72,,112,73,72,72,1,0,0,0,0,0,0
0,37,28,72,,112,73,72,72,0,0,0,0,0,0,0
0,4,30,72,,112,73,72,72,0,0,0,0,0,0,0
0,4,10,72,,112,73,72,72,0,0,0,0,0,0,0
1,16,32,73,call,113,74,73,73,13,38,9,6,0,1,3
0,2,23,73,,113,74,73,73,0,0,0,0,0,0,0
0,1,34,73,,113,74,73,73,0,0,0,0,0,0,0
0,3,4,73,,113,74,73,73,5,0,0,0,0,0,0
0,24,18,73,,113,74,73,73,2,1,0,0,0,0,0
0,25,33,73,,113,74,73,73,0,0,0,0,0,0,0
1,32,16,74,call,114,75,74,74,25,9,6,10,1,0,3
0,12,24,74,,114,75,74,74,0,0,0,0,0,0,0
0,26,7,74,,114,75,74,74,3,0,0,0,0,0,0
0,13,29,74,,114,75,74,74,0,0,0,0,1,0,0
0,31,4,74,,114,75,74,74,0,0,0,0,0,0,0
0,16,32,74,,114,75,74,74,14,39,10,6,0,1,3
1,16,32,75,call,115,76,75,75,14,39,10,7,0,1,3
0,35,12,75,,115,76,75,75,0,0,0,0,0,0,0
0,22,5,75,,115,76,75,75,1,0,0,0,0,0,0
0,9,21,75,,115,76,75,75,0,0,0,0,0,0,0
0,34,19,75,,115,76,75,75,0,2,0,0,0,0,0
0,23,8,75,,115,76,75,75,0,1,0,0,0,0,0
1,32,16,76,call,116,77,76,76,26,10,7,11,1,0,3
0,37,8,76,,116,77,76,76,0,1,0,0,0,0,0
0,35,29,76,,116,77,76,76,0,0,0,0,0,0,0
0,7,10,76,,116,77,76,76,0,0,0,0,0,0,0
0,25,22,76,,116,77,76,76,0,2,0,0,0,0,0
